question,answer,relevant_text,title,publication_date,inventor
What is the function of the power conversion unit?,To convert heat into electrical power,"Solar energy system for energy productionThe present invention relates to the utilization of solar energy to generate electricity and/or produce clean fuels or other chemicals as a long-term, transportable means of storage of solar energy on an intermittent basis. There is provided an energy generation system comprising: a solar energy collection device configured and operable for collecting and reflecting concentrated solar radiation; a solar receiver configured to receive concentrated solar radiation from a solar collection device; a thermal energy storage unit comprising at least one thermal energy storage module configured and operable to store thermal energy; a charging conduit arrangement connected between the solar receiver to the thermal energy storage unit and configured and operable for: carrying a first working fluid that transfers heat from the solar receiver to the at least one thermal energy storage unit, thereby enabling charging of the at least one thermal energy storage unit with thermal energy, and carrying the first working fluid back to the solar receiver after the first working fluid exits the thermal energy storage unit; a power conversion unit configured and operable to contain a second working fluid and convert heat transferred by the second working fluid into electrical power; and a heat dissipation pipe arrangement connected between the thermal energy storage unit to the power conversion unit and configured and operable to: carrying a second working fluid for transferring heat from the at least one thermal energy storage module to the power conversion unit, and carrying the second working fluid back to the at least one thermal energy storage module after the second working fluid exits the power conversion unit.","[{'text': 'Solar energy system for energy production', 'language': 'en', 'truncated': False}, {'text': '用于能量生产的太阳能系统', 'language': 'zh', 'truncated': False}]",20220225,[]
What is the role of the charging conduit arrangement?,To transfer heat from the solar receiver to the thermal energy storage unit and back,"Solar energy system for energy productionThe present invention relates to the utilization of solar energy to generate electricity and/or produce clean fuels or other chemicals as a long-term, transportable means of storage of solar energy on an intermittent basis. There is provided an energy generation system comprising: a solar energy collection device configured and operable for collecting and reflecting concentrated solar radiation; a solar receiver configured to receive concentrated solar radiation from a solar collection device; a thermal energy storage unit comprising at least one thermal energy storage module configured and operable to store thermal energy; a charging conduit arrangement connected between the solar receiver to the thermal energy storage unit and configured and operable for: carrying a first working fluid that transfers heat from the solar receiver to the at least one thermal energy storage unit, thereby enabling charging of the at least one thermal energy storage unit with thermal energy, and carrying the first working fluid back to the solar receiver after the first working fluid exits the thermal energy storage unit; a power conversion unit configured and operable to contain a second working fluid and convert heat transferred by the second working fluid into electrical power; and a heat dissipation pipe arrangement connected between the thermal energy storage unit to the power conversion unit and configured and operable to: carrying a second working fluid for transferring heat from the at least one thermal energy storage module to the power conversion unit, and carrying the second working fluid back to the at least one thermal energy storage module after the second working fluid exits the power conversion unit.","[{'text': 'Solar energy system for energy production', 'language': 'en', 'truncated': False}, {'text': '用于能量生产的太阳能系统', 'language': 'zh', 'truncated': False}]",20220225,[]
What types of energy sources can be converted into electric energy in this system?,"Offshore wind energy, solar energy, and wave energy","All-weather light-heat-electricity combined supply system for ship with multiple complementary functionsThe invention provides an all-weather light-heat-electricity combined supply system for a ship with multi-energy complementation, which converts offshore wind energy, solar energy and wave energy into electric energy and stores the electric energy through energy storage equipment; the impeller is driven to rotate by sea surface waves, the mechanical energy of the impeller directly drives the high-pressure pump to pressurize the seawater, and the high-pressure seawater is pumped into a reverse osmosis membrane for desalination treatment and is introduced into a fresh water pool for storage; providing current input through a wind-light-wave power generation system, providing fresh water through a fresh water preparation system, preparing hydrogen and oxygen by electrolyzing water through an electrolytic bath, and storing the hydrogen and oxygen as reactants of a fuel cell through a gas storage device; and the electric energy and the waste heat generated by the fuel cell during working are utilized to carry out auxiliary power supply and heat supply for the ship. The invention gives full play to the advantages of offshore renewable energy sources, constructs a fresh water, heat energy and electric power integrated system of a large ship, realizes the cooperative utilization of offshore clean energy sources, and has good application prospect on large ships such as ocean freighters, polar region scientific research ships and the like.","[{'text': 'All-weather light-heat-electricity combined supply system for ship with multiple complementary functions', 'language': 'en', 'truncated': False}, {'text': '一种多能互补的船舶用全天候淡-热-电联供系统', 'language': 'zh', 'truncated': False}]",20220304,"['PENG CHAO', 'GU HAILIN', 'CHI ZUOHE', 'ZHANG GUANGXUE', 'ZHAN MINGXIU', 'WANG JINQING', 'QI ZHAOGANG']"
What is the primary purpose of the fresh water pool in the system?,To store fresh water obtained from desalination treatment,"All-weather light-heat-electricity combined supply system for ship with multiple complementary functionsThe invention provides an all-weather light-heat-electricity combined supply system for a ship with multi-energy complementation, which converts offshore wind energy, solar energy and wave energy into electric energy and stores the electric energy through energy storage equipment; the impeller is driven to rotate by sea surface waves, the mechanical energy of the impeller directly drives the high-pressure pump to pressurize the seawater, and the high-pressure seawater is pumped into a reverse osmosis membrane for desalination treatment and is introduced into a fresh water pool for storage; providing current input through a wind-light-wave power generation system, providing fresh water through a fresh water preparation system, preparing hydrogen and oxygen by electrolyzing water through an electrolytic bath, and storing the hydrogen and oxygen as reactants of a fuel cell through a gas storage device; and the electric energy and the waste heat generated by the fuel cell during working are utilized to carry out auxiliary power supply and heat supply for the ship. The invention gives full play to the advantages of offshore renewable energy sources, constructs a fresh water, heat energy and electric power integrated system of a large ship, realizes the cooperative utilization of offshore clean energy sources, and has good application prospect on large ships such as ocean freighters, polar region scientific research ships and the like.","[{'text': 'All-weather light-heat-electricity combined supply system for ship with multiple complementary functions', 'language': 'en', 'truncated': False}, {'text': '一种多能互补的船舶用全天候淡-热-电联供系统', 'language': 'zh', 'truncated': False}]",20220304,"['PENG CHAO', 'GU HAILIN', 'CHI ZUOHE', 'ZHANG GUANGXUE', 'ZHAN MINGXIU', 'WANG JINQING', 'QI ZHAOGANG']"
What is the purpose of the fuel cell in the system?,To utilize electric energy and waste heat to provide auxiliary power supply and heat supply for the ship,"All-weather light-heat-electricity combined supply system for ship with multiple complementary functionsThe invention provides an all-weather light-heat-electricity combined supply system for a ship with multi-energy complementation, which converts offshore wind energy, solar energy and wave energy into electric energy and stores the electric energy through energy storage equipment; the impeller is driven to rotate by sea surface waves, the mechanical energy of the impeller directly drives the high-pressure pump to pressurize the seawater, and the high-pressure seawater is pumped into a reverse osmosis membrane for desalination treatment and is introduced into a fresh water pool for storage; providing current input through a wind-light-wave power generation system, providing fresh water through a fresh water preparation system, preparing hydrogen and oxygen by electrolyzing water through an electrolytic bath, and storing the hydrogen and oxygen as reactants of a fuel cell through a gas storage device; and the electric energy and the waste heat generated by the fuel cell during working are utilized to carry out auxiliary power supply and heat supply for the ship. The invention gives full play to the advantages of offshore renewable energy sources, constructs a fresh water, heat energy and electric power integrated system of a large ship, realizes the cooperative utilization of offshore clean energy sources, and has good application prospect on large ships such as ocean freighters, polar region scientific research ships and the like.","[{'text': 'All-weather light-heat-electricity combined supply system for ship with multiple complementary functions', 'language': 'en', 'truncated': False}, {'text': '一种多能互补的船舶用全天候淡-热-电联供系统', 'language': 'zh', 'truncated': False}]",20220304,"['PENG CHAO', 'GU HAILIN', 'CHI ZUOHE', 'ZHANG GUANGXUE', 'ZHAN MINGXIU', 'WANG JINQING', 'QI ZHAOGANG']"
What type of substrate is used in the photovoltaic element?,"The substrate is made transparent and can be made of materials such as glass, quartz, or polyethylene terephthalate.","Electron-selective layer based on indium oxide doped with aluminum, its manufacturing method and photovoltaic device based on itFIELD: solar energy.  
     SUBSTANCE: invention relates to the field of solar energy, namely to photovoltaic converters based on semiconductor materials of the perovskite type. In general, the invention relates to photovoltaic devices: solar panels and photodetectors. The photovoltaic element contains a substrate on which an electron-collecting electrode, an electron-selective layer, a photoactive perovskite layer, a hole-selective layer and a hole-collecting electrode are sequentially applied. In this case, the substrate is made transparent and made of a material selected from the group: glass, quartz, plexiglass, polyethylene terephthalate, polyethylene, polyimide, thin glass, or opaque and made of a material selected from the group: p-, d-elements, steel, plastic, ceramics. The electron-collecting and hole-collecting electrodes are made translucent and made of at least one material selected from the group: transparent conductive oxides, electrically conductive polymers, d- and p-elements, carbon materials, or opaque and made of a material selected from the group: s-, p-, d-elements or their alloys, titanium nitride, graphite, carbon black. Indium oxide doped with aluminum is used as an electron-selective layer - (In:Al) 2 O 3 . As a photoactive perovskite layer, an active material of the general formula ABX 3  is used, where A is the methylammonium, formamidinium, caesium, rubidium, guanidinium, ethylammonium cation or mixtures thereof; B is the divalent Pb 2+ , Sn 2+ , Ge 2+  cation or mixtures thereof; X is the Cl-, Br-, I-anion or mixtures thereof. At least one component selected from the group is used as a hole-selective layer: organic semiconductor polymer materials of the p-type, oxides, halides, chalcogenides and pseudohalides of d-elements.  
     EFFECT: increase in operational stability, efficiency of photovoltaic devices and a decrease in the percentage of short-circuited defective photovoltaic devices.  
     12 cl, 9 tbl, 10 dwg","[{'text': 'Electron-selective layer based on indium oxide doped with aluminum, its manufacturing method and photovoltaic device based on it', 'language': 'en', 'truncated': False}, {'text': 'Электрон-селективный слой на основе оксида индия, легированного алюминием, способ его изготовления и фотовольтаическое устройство на его основе', 'language': 'ru', 'truncated': False}]",20220119,"['TSAREV SERGEJ ALEKSANDROVICH', 'Dubinina Tatyana Stanislavovna', 'Troshin Pavel Anatolevich']"
What type of layer is used as an electron-selective layer?,Indium oxide doped with aluminum (In:Al) 2 O 3 is used as an electron-selective layer.,"Electron-selective layer based on indium oxide doped with aluminum, its manufacturing method and photovoltaic device based on itFIELD: solar energy.  
     SUBSTANCE: invention relates to the field of solar energy, namely to photovoltaic converters based on semiconductor materials of the perovskite type. In general, the invention relates to photovoltaic devices: solar panels and photodetectors. The photovoltaic element contains a substrate on which an electron-collecting electrode, an electron-selective layer, a photoactive perovskite layer, a hole-selective layer and a hole-collecting electrode are sequentially applied. In this case, the substrate is made transparent and made of a material selected from the group: glass, quartz, plexiglass, polyethylene terephthalate, polyethylene, polyimide, thin glass, or opaque and made of a material selected from the group: p-, d-elements, steel, plastic, ceramics. The electron-collecting and hole-collecting electrodes are made translucent and made of at least one material selected from the group: transparent conductive oxides, electrically conductive polymers, d- and p-elements, carbon materials, or opaque and made of a material selected from the group: s-, p-, d-elements or their alloys, titanium nitride, graphite, carbon black. Indium oxide doped with aluminum is used as an electron-selective layer - (In:Al) 2 O 3 . As a photoactive perovskite layer, an active material of the general formula ABX 3  is used, where A is the methylammonium, formamidinium, caesium, rubidium, guanidinium, ethylammonium cation or mixtures thereof; B is the divalent Pb 2+ , Sn 2+ , Ge 2+  cation or mixtures thereof; X is the Cl-, Br-, I-anion or mixtures thereof. At least one component selected from the group is used as a hole-selective layer: organic semiconductor polymer materials of the p-type, oxides, halides, chalcogenides and pseudohalides of d-elements.  
     EFFECT: increase in operational stability, efficiency of photovoltaic devices and a decrease in the percentage of short-circuited defective photovoltaic devices.  
     12 cl, 9 tbl, 10 dwg","[{'text': 'Electron-selective layer based on indium oxide doped with aluminum, its manufacturing method and photovoltaic device based on it', 'language': 'en', 'truncated': False}, {'text': 'Электрон-селективный слой на основе оксида индия, легированного алюминием, способ его изготовления и фотовольтаическое устройство на его основе', 'language': 'ru', 'truncated': False}]",20220119,"['TSAREV SERGEJ ALEKSANDROVICH', 'Dubinina Tatyana Stanislavovna', 'Troshin Pavel Anatolevich']"
What is the effect of the invention in terms of photovoltaic devices?,"The invention increases the operational stability, efficiency of photovoltaic devices, and decreases the percentage of short-circuited defective photovoltaic devices.","Electron-selective layer based on indium oxide doped with aluminum, its manufacturing method and photovoltaic device based on itFIELD: solar energy.  
     SUBSTANCE: invention relates to the field of solar energy, namely to photovoltaic converters based on semiconductor materials of the perovskite type. In general, the invention relates to photovoltaic devices: solar panels and photodetectors. The photovoltaic element contains a substrate on which an electron-collecting electrode, an electron-selective layer, a photoactive perovskite layer, a hole-selective layer and a hole-collecting electrode are sequentially applied. In this case, the substrate is made transparent and made of a material selected from the group: glass, quartz, plexiglass, polyethylene terephthalate, polyethylene, polyimide, thin glass, or opaque and made of a material selected from the group: p-, d-elements, steel, plastic, ceramics. The electron-collecting and hole-collecting electrodes are made translucent and made of at least one material selected from the group: transparent conductive oxides, electrically conductive polymers, d- and p-elements, carbon materials, or opaque and made of a material selected from the group: s-, p-, d-elements or their alloys, titanium nitride, graphite, carbon black. Indium oxide doped with aluminum is used as an electron-selective layer - (In:Al) 2 O 3 . As a photoactive perovskite layer, an active material of the general formula ABX 3  is used, where A is the methylammonium, formamidinium, caesium, rubidium, guanidinium, ethylammonium cation or mixtures thereof; B is the divalent Pb 2+ , Sn 2+ , Ge 2+  cation or mixtures thereof; X is the Cl-, Br-, I-anion or mixtures thereof. At least one component selected from the group is used as a hole-selective layer: organic semiconductor polymer materials of the p-type, oxides, halides, chalcogenides and pseudohalides of d-elements.  
     EFFECT: increase in operational stability, efficiency of photovoltaic devices and a decrease in the percentage of short-circuited defective photovoltaic devices.  
     12 cl, 9 tbl, 10 dwg","[{'text': 'Electron-selective layer based on indium oxide doped with aluminum, its manufacturing method and photovoltaic device based on it', 'language': 'en', 'truncated': False}, {'text': 'Электрон-селективный слой на основе оксида индия, легированного алюминием, способ его изготовления и фотовольтаическое устройство на его основе', 'language': 'ru', 'truncated': False}]",20220119,"['TSAREV SERGEJ ALEKSANDROVICH', 'Dubinina Tatyana Stanislavovna', 'Troshin Pavel Anatolevich']"
What is the main purpose of the method for estimating flow distribution?,The main purpose of the method is to estimate the flow distribution after water enters a meter deep hole water tongue after air collision.,"Method for estimating flow distribution after water entering after surface deep hole water tongue air collisionThe invention discloses a method for estimating flow distribution after water enters a meter deep hole water tongue after air collision, which belongs to the technical field of water conservancy and hydropower and mainly comprises the following steps: establishing three-dimensional space coordinates of flood discharge orifices of the dam body, and representing the distribution form of aerial single-strand flood discharge tongues by two-dimensional Gaussian distribution; calculating the air track and boundary of the nappe by a parabolic formula; calculating collision flow according to the air overlapping position and overlapping proportion of the surface deep hole water tongue; calculating the central position of the water falling point of the collided nappe by using a momentum formula, and expressing the water falling distribution rule of the collided nappe by using two-dimensional Gaussian distribution; analyzing the collision conditions of the surface deep holes one by one according to the collision conditions of the complex water tongues with the surface deep holes arranged in a staggered manner, and finally, distributing the collided water tongues on the water entering plane for superposition to obtain the overall distribution rule of the flood discharge water body; according to the method, the water inlet distribution rule after collision of multiple layers of aerial water tongues in the high dam engineering is calculated, and reference can be provided for flood discharge orifice body type optimization and plunge pool protection.","[{'text': 'Method for estimating flow distribution after water entering after surface deep hole water tongue air collision', 'language': 'en', 'truncated': False}, {'text': '一种表深孔水舌空中碰撞后入水后流量分布的估算方法', 'language': 'zh', 'truncated': False}]",20220218,"[""HU YA'AN"", 'XU JIANRONG', 'GU JINDE', 'HE MINGJIE', 'ZHAO JIANJUN', 'PENG YU', 'XUE YANG', 'RUAN SHIPING', 'YAN ZHIQING', 'Chu Xinying', 'WANG YU', 'LIU JINGKAI']"
What type of distribution is used to represent the aerial single-strand flood discharge tongues?,The distribution form of aerial single-strand flood discharge tongues is represented by a two-dimensional Gaussian distribution.,"Method for estimating flow distribution after water entering after surface deep hole water tongue air collisionThe invention discloses a method for estimating flow distribution after water enters a meter deep hole water tongue after air collision, which belongs to the technical field of water conservancy and hydropower and mainly comprises the following steps: establishing three-dimensional space coordinates of flood discharge orifices of the dam body, and representing the distribution form of aerial single-strand flood discharge tongues by two-dimensional Gaussian distribution; calculating the air track and boundary of the nappe by a parabolic formula; calculating collision flow according to the air overlapping position and overlapping proportion of the surface deep hole water tongue; calculating the central position of the water falling point of the collided nappe by using a momentum formula, and expressing the water falling distribution rule of the collided nappe by using two-dimensional Gaussian distribution; analyzing the collision conditions of the surface deep holes one by one according to the collision conditions of the complex water tongues with the surface deep holes arranged in a staggered manner, and finally, distributing the collided water tongues on the water entering plane for superposition to obtain the overall distribution rule of the flood discharge water body; according to the method, the water inlet distribution rule after collision of multiple layers of aerial water tongues in the high dam engineering is calculated, and reference can be provided for flood discharge orifice body type optimization and plunge pool protection.","[{'text': 'Method for estimating flow distribution after water entering after surface deep hole water tongue air collision', 'language': 'en', 'truncated': False}, {'text': '一种表深孔水舌空中碰撞后入水后流量分布的估算方法', 'language': 'zh', 'truncated': False}]",20220218,"[""HU YA'AN"", 'XU JIANRONG', 'GU JINDE', 'HE MINGJIE', 'ZHAO JIANJUN', 'PENG YU', 'XUE YANG', 'RUAN SHIPING', 'YAN ZHIQING', 'Chu Xinying', 'WANG YU', 'LIU JINGKAI']"
