,question,answer,relevant_text,title,publication_date,inventor,category
10,What is the electron donor material used in the ternary bulk heterojunction (BHJ) blends?,"The electron donor material is poly[(2,5-bis(2-hexyldecyloxy)phenylene)-alt-(5,6-difluoro-4,7-di(thiophen-2-yl)benzo[c][1,2,5]thiadiazole)] (PPDT2FBT).","Novel organovoltaic materials and uses thereofOrganic photovoltaics (OPVs) based on a slot-die coated ternary blends for low-intensity light harvesting are disclosed herein. The ternary blends comprise either a N-annulated perylene diimide-based electron acceptor material or an aalkyl-12,13-dihydro[1,2,5] thiadiazolo[3,4e]thieno[2&#34;,3&#34;:4&#39;,5&#39;] thieno[2&#39;,3&#39;:4,5] pyrrolo[3,2-g] thieno [2&#39;,3&#39;:4,5]thieno[3,2-b]indole-2,10-diyl)bis(methanylylidene)) bis(3-oxo-2,3-dihydro1H-indene- 2,1 -diylidene))dimalononitrile) (BTP) -based electron acceptor material, a second acceptor material, and an electron donor material which comprises poly[(2,5-bis(2-hexyldecyloxy) phenylene)- alt -(5,6-difluoro-4,7-di(thiophen-2-yl)benzo[c][1,2,5]thiadiazole)] (PPDT2FBT). In an aspect, a N-annulated perylene diimide dimer (tPDI 2 N-EH, PDI) acceptor material was incorporated into a blend of donor polymer material (PPDT2FBT) and fullerene acceptor [6,6]- phenyl-C 61  -butyric acid methyl ester (PC 61 BM) material to give ternary bulk heterojunction (BHJ) blends. In a further aspect, a BTP-based electron acceptor material was incorporated into a blend of donor polymer material (PPDT2FBT) and fullerene acceptor [6,6]-phenyl-C 61 - butyric acid methyl ester (PC 61 BM) material to give ternary bulk heterojunction (BHJ) blends.",Novel organovoltaic materials and uses thereof,20220324,"['WELCH, GREGORY C.', 'FARAHAT, Mahmoud E.', 'DAYNEKO, Sergey V.']",Sustainability & Technological Innovation Questions
11,What is the fullerene acceptor material combined with PPDT2FBT and the electron acceptor materials in the ternary blends?,"The fullerene acceptor material is [6,6]-phenyl-C61-butyric acid methyl ester (PC61BM).","Novel organovoltaic materials and uses thereofOrganic photovoltaics (OPVs) based on a slot-die coated ternary blends for low-intensity light harvesting are disclosed herein. The ternary blends comprise either a N-annulated perylene diimide-based electron acceptor material or an aalkyl-12,13-dihydro[1,2,5] thiadiazolo[3,4e]thieno[2&#34;,3&#34;:4&#39;,5&#39;] thieno[2&#39;,3&#39;:4,5] pyrrolo[3,2-g] thieno [2&#39;,3&#39;:4,5]thieno[3,2-b]indole-2,10-diyl)bis(methanylylidene)) bis(3-oxo-2,3-dihydro1H-indene- 2,1 -diylidene))dimalononitrile) (BTP) -based electron acceptor material, a second acceptor material, and an electron donor material which comprises poly[(2,5-bis(2-hexyldecyloxy) phenylene)- alt -(5,6-difluoro-4,7-di(thiophen-2-yl)benzo[c][1,2,5]thiadiazole)] (PPDT2FBT). In an aspect, a N-annulated perylene diimide dimer (tPDI 2 N-EH, PDI) acceptor material was incorporated into a blend of donor polymer material (PPDT2FBT) and fullerene acceptor [6,6]- phenyl-C 61  -butyric acid methyl ester (PC 61 BM) material to give ternary bulk heterojunction (BHJ) blends. In a further aspect, a BTP-based electron acceptor material was incorporated into a blend of donor polymer material (PPDT2FBT) and fullerene acceptor [6,6]-phenyl-C 61 - butyric acid methyl ester (PC 61 BM) material to give ternary bulk heterojunction (BHJ) blends.",Novel organovoltaic materials and uses thereof,20220324,"['WELCH, GREGORY C.', 'FARAHAT, Mahmoud E.', 'DAYNEKO, Sergey V.']",Sustainability & Technological Innovation Questions
12,What are the main components of the electric cylinder excavator robot?,"The main components include a chassis with a battery, an upper bracket, an engine, a generator, a rotary motor, a conductive slip ring, a feed lamp post, a cab, a camera, a fuel tank, a large arm electric cylinder, a small arm electric cylinder, a bucket, a storage battery pack, a solar battery, and a charging port.","Robot for electric cylinder excavatorThe invention discloses an electric cylinder excavator robot, and belongs to the field of engineering machinery. The electric energy storage type solar energy power generation device comprises a chassis with a battery, an upper bracket, an engine, a generator, a rotary motor, a conductive slip ring, a feed lamp post, a cab, a camera, a fuel tank, a large arm electric cylinder, a small arm electric cylinder, a bucket, a storage battery pack, a solar battery, a charging port and the like. The electric crawler chassis is provided with a wheel-track support, a driving wheel, a chassis walking motor, a guide wheel, a crawler, a battery compartment, a storage battery pack, a crawler tensioning mechanism and the like. The invention cancels the hydraulic system of the traditional excavator, adopts the electric cylinder to replace the oil cylinder and adopts the electric motor to replace the hydraulic walking motor, greatly improves the efficiency and avoids the periodic maintenance expense of the hydraulic system. The invention adopts the plug-in hybrid power and solar energy technology, and can reasonably switch different energy sources under different environments, thereby achieving full power matching, fully exerting efficiency and realizing the environment-friendly effect of low emission or zero emission.",Robot for electric cylinder excavator,20211123,['REN QUBO'],Sustainability & Technological Innovation Questions
13,How does the electric crawler chassis function?,"The electric crawler chassis is equipped with a wheel-track support, a driving wheel, a chassis walking motor, a guide wheel, a crawler, a battery compartment, a storage battery pack, and a crawler tensioning mechanism.","Robot for electric cylinder excavatorThe invention discloses an electric cylinder excavator robot, and belongs to the field of engineering machinery. The electric energy storage type solar energy power generation device comprises a chassis with a battery, an upper bracket, an engine, a generator, a rotary motor, a conductive slip ring, a feed lamp post, a cab, a camera, a fuel tank, a large arm electric cylinder, a small arm electric cylinder, a bucket, a storage battery pack, a solar battery, a charging port and the like. The electric crawler chassis is provided with a wheel-track support, a driving wheel, a chassis walking motor, a guide wheel, a crawler, a battery compartment, a storage battery pack, a crawler tensioning mechanism and the like. The invention cancels the hydraulic system of the traditional excavator, adopts the electric cylinder to replace the oil cylinder and adopts the electric motor to replace the hydraulic walking motor, greatly improves the efficiency and avoids the periodic maintenance expense of the hydraulic system. The invention adopts the plug-in hybrid power and solar energy technology, and can reasonably switch different energy sources under different environments, thereby achieving full power matching, fully exerting efficiency and realizing the environment-friendly effect of low emission or zero emission.",Robot for electric cylinder excavator,20211123,['REN QUBO'],Sustainability & Technological Innovation Questions
14,What are the benefits of replacing traditional hydraulic systems with electric cylinders and motors in the excavator?,Replacing hydraulic systems with electric cylinders and motors greatly improves efficiency and eliminates the periodic maintenance expenses associated with hydraulic systems.,"Robot for electric cylinder excavatorThe invention discloses an electric cylinder excavator robot, and belongs to the field of engineering machinery. The electric energy storage type solar energy power generation device comprises a chassis with a battery, an upper bracket, an engine, a generator, a rotary motor, a conductive slip ring, a feed lamp post, a cab, a camera, a fuel tank, a large arm electric cylinder, a small arm electric cylinder, a bucket, a storage battery pack, a solar battery, a charging port and the like. The electric crawler chassis is provided with a wheel-track support, a driving wheel, a chassis walking motor, a guide wheel, a crawler, a battery compartment, a storage battery pack, a crawler tensioning mechanism and the like. The invention cancels the hydraulic system of the traditional excavator, adopts the electric cylinder to replace the oil cylinder and adopts the electric motor to replace the hydraulic walking motor, greatly improves the efficiency and avoids the periodic maintenance expense of the hydraulic system. The invention adopts the plug-in hybrid power and solar energy technology, and can reasonably switch different energy sources under different environments, thereby achieving full power matching, fully exerting efficiency and realizing the environment-friendly effect of low emission or zero emission.",Robot for electric cylinder excavator,20211123,['REN QUBO'],Sustainability & Technological Innovation Questions
15,What are the components of the solar water heater system described?,"The system includes a solar water heater with front, middle, and rear ends connected by pipes, a water inlet pipe with a pump, a tap water pipe with an electromagnetic valve, a water outlet pipe with a pump, a water temperature and water level detector, a heating rod, and an intelligent measurement and control instrument.","Solar water heater tandem type step-shaped circulating heat supply and heat storage systemThe utility model provides a solar water heater serial-type notch cuttype circulation heat supply heat accumulation system, relates to the technical field of solar energy heat supply, and its structure is: the intelligent measurement and control system comprises a solar water heater and an intelligent measurement and control instrument, wherein the solar water heater comprises a front end, a middle end and a rear end, the front end, the middle end and the rear end are sequentially connected through connecting pipes, the front end water heater is connected with a water inlet pipe, a water inlet pump is arranged on the water inlet pipe, a tap water pipe is connected to the water inlet pipe, an electromagnetic valve is arranged on the tap water pipe, the rear end solar water heater is connected with a water outlet pipe, and a water outlet pump is arranged on the water outlet pipe; the solar water heater is provided with a water temperature and water level detector and a heating rod, and the water temperature and water level detector in the solar water heater is respectively connected with an intelligent measurement and control instrument. The invention has the beneficial effects that: the solar energy heating and heat accumulating combined heating and heat accumulating device has the advantages of simple composition, convenience in use and operation, stepped circulating heating and heat accumulating, solar heating and electric heating in a matching mode, and capability of realizing timing heating and timing heat accumulating circulation through the timer, so that sufficient heat is ensured, and resources are saved.",Solar water heater tandem type step-shaped circulating heat supply and heat storage system,20220617,[],Sustainability & Technological Innovation Questions
16,How does the system ensure efficient heating and heat accumulation?,"It uses stepped circulating heating and heat accumulation, combines solar heating with electric heating, and features a timer for scheduled heating and heat accumulation cycles to ensure sufficient warmth and resource efficiency.","Solar water heater tandem type step-shaped circulating heat supply and heat storage systemThe utility model provides a solar water heater serial-type notch cuttype circulation heat supply heat accumulation system, relates to the technical field of solar energy heat supply, and its structure is: the intelligent measurement and control system comprises a solar water heater and an intelligent measurement and control instrument, wherein the solar water heater comprises a front end, a middle end and a rear end, the front end, the middle end and the rear end are sequentially connected through connecting pipes, the front end water heater is connected with a water inlet pipe, a water inlet pump is arranged on the water inlet pipe, a tap water pipe is connected to the water inlet pipe, an electromagnetic valve is arranged on the tap water pipe, the rear end solar water heater is connected with a water outlet pipe, and a water outlet pump is arranged on the water outlet pipe; the solar water heater is provided with a water temperature and water level detector and a heating rod, and the water temperature and water level detector in the solar water heater is respectively connected with an intelligent measurement and control instrument. The invention has the beneficial effects that: the solar energy heating and heat accumulating combined heating and heat accumulating device has the advantages of simple composition, convenience in use and operation, stepped circulating heating and heat accumulating, solar heating and electric heating in a matching mode, and capability of realizing timing heating and timing heat accumulating circulation through the timer, so that sufficient heat is ensured, and resources are saved.",Solar water heater tandem type step-shaped circulating heat supply and heat storage system,20220617,[],Analytical & Explanatory Questions
17,What role does the intelligent measurement and control instrument play in the system?,"The intelligent measurement and control instrument is connected to the water temperature and water level detectors in the solar water heaters, enabling monitoring and control of the system's heating and heat accumulation processes.","Solar water heater tandem type step-shaped circulating heat supply and heat storage systemThe utility model provides a solar water heater serial-type notch cuttype circulation heat supply heat accumulation system, relates to the technical field of solar energy heat supply, and its structure is: the intelligent measurement and control system comprises a solar water heater and an intelligent measurement and control instrument, wherein the solar water heater comprises a front end, a middle end and a rear end, the front end, the middle end and the rear end are sequentially connected through connecting pipes, the front end water heater is connected with a water inlet pipe, a water inlet pump is arranged on the water inlet pipe, a tap water pipe is connected to the water inlet pipe, an electromagnetic valve is arranged on the tap water pipe, the rear end solar water heater is connected with a water outlet pipe, and a water outlet pump is arranged on the water outlet pipe; the solar water heater is provided with a water temperature and water level detector and a heating rod, and the water temperature and water level detector in the solar water heater is respectively connected with an intelligent measurement and control instrument. The invention has the beneficial effects that: the solar energy heating and heat accumulating combined heating and heat accumulating device has the advantages of simple composition, convenience in use and operation, stepped circulating heating and heat accumulating, solar heating and electric heating in a matching mode, and capability of realizing timing heating and timing heat accumulating circulation through the timer, so that sufficient heat is ensured, and resources are saved.",Solar water heater tandem type step-shaped circulating heat supply and heat storage system,20220617,[],Analytical & Explanatory Questions
18,What are the main components of the solar water heater tandem type step-shaped circulating heat supply and heat storage system?,"The system comprises a solar water heater (with front, middle, and rear ends connected via pipes), an intelligent measurement and control instrument, a water inlet pipe with a pump, a tap water pipe with an electromagnetic valve, a water outlet pipe with a pump, a water temperature and water level detector, and a heating rod.","Solar water heater tandem type step-shaped circulating heat supply and heat storage systemThe utility model provides a solar water heater serial-type notch cuttype circulation heat supply heat accumulation system, relates to the technical field of solar energy heat supply, and its structure is: the intelligent measurement and control system comprises a solar water heater and an intelligent measurement and control instrument, wherein the solar water heater comprises a front end, a middle end and a rear end, the front end, the middle end and the rear end are sequentially connected through connecting pipes, the front end water heater is connected with a water inlet pipe, a water inlet pump is arranged on the water inlet pipe, a tap water pipe is connected to the water inlet pipe, an electromagnetic valve is arranged on the tap water pipe, the rear end solar water heater is connected with a water outlet pipe, and a water outlet pump is arranged on the water outlet pipe; the solar water heater is provided with a water temperature and water level detector and a heating rod, and the water temperature and water level detector in the solar water heater is respectively connected with an intelligent measurement and control instrument. The invention has the beneficial effects that: the solar energy heating and heat accumulating combined heating and heat accumulating device has the advantages of simple composition, convenience in use and operation, stepped circulating heating and heat accumulating, solar heating and electric heating in a matching mode, and capability of realizing timing heating and timing heat accumulating circulation through the timer, so that sufficient heat is ensured, and resources are saved.",Solar water heater tandem type step-shaped circulating heat supply and heat storage system,20220617,[],Sustainability & Technological Innovation Questions
19,How does the system ensure efficient heating and heat storage?,"It uses stepped circulating heating and heat accumulation, combines solar heating with electric heating, and employs a timer for timed heating and heat accumulation cycles to ensure sufficient heat while saving resources.","Solar water heater tandem type step-shaped circulating heat supply and heat storage systemThe utility model provides a solar water heater serial-type notch cuttype circulation heat supply heat accumulation system, relates to the technical field of solar energy heat supply, and its structure is: the intelligent measurement and control system comprises a solar water heater and an intelligent measurement and control instrument, wherein the solar water heater comprises a front end, a middle end and a rear end, the front end, the middle end and the rear end are sequentially connected through connecting pipes, the front end water heater is connected with a water inlet pipe, a water inlet pump is arranged on the water inlet pipe, a tap water pipe is connected to the water inlet pipe, an electromagnetic valve is arranged on the tap water pipe, the rear end solar water heater is connected with a water outlet pipe, and a water outlet pump is arranged on the water outlet pipe; the solar water heater is provided with a water temperature and water level detector and a heating rod, and the water temperature and water level detector in the solar water heater is respectively connected with an intelligent measurement and control instrument. The invention has the beneficial effects that: the solar energy heating and heat accumulating combined heating and heat accumulating device has the advantages of simple composition, convenience in use and operation, stepped circulating heating and heat accumulating, solar heating and electric heating in a matching mode, and capability of realizing timing heating and timing heat accumulating circulation through the timer, so that sufficient heat is ensured, and resources are saved.",Solar water heater tandem type step-shaped circulating heat supply and heat storage system,20220617,[],Analytical & Explanatory Questions
20,What role does the intelligent measurement and control instrument play in the system?,"The instrument is connected to the water temperature and water level detector in the solar water heater, enabling monitoring and control of the system's heating and heat storage processes for optimal performance.","Solar water heater tandem type step-shaped circulating heat supply and heat storage systemThe utility model provides a solar water heater serial-type notch cuttype circulation heat supply heat accumulation system, relates to the technical field of solar energy heat supply, and its structure is: the intelligent measurement and control system comprises a solar water heater and an intelligent measurement and control instrument, wherein the solar water heater comprises a front end, a middle end and a rear end, the front end, the middle end and the rear end are sequentially connected through connecting pipes, the front end water heater is connected with a water inlet pipe, a water inlet pump is arranged on the water inlet pipe, a tap water pipe is connected to the water inlet pipe, an electromagnetic valve is arranged on the tap water pipe, the rear end solar water heater is connected with a water outlet pipe, and a water outlet pump is arranged on the water outlet pipe; the solar water heater is provided with a water temperature and water level detector and a heating rod, and the water temperature and water level detector in the solar water heater is respectively connected with an intelligent measurement and control instrument. The invention has the beneficial effects that: the solar energy heating and heat accumulating combined heating and heat accumulating device has the advantages of simple composition, convenience in use and operation, stepped circulating heating and heat accumulating, solar heating and electric heating in a matching mode, and capability of realizing timing heating and timing heat accumulating circulation through the timer, so that sufficient heat is ensured, and resources are saved.",Solar water heater tandem type step-shaped circulating heat supply and heat storage system,20220617,[],Analytical & Explanatory Questions
21,What is the purpose of the tile eave decoration landscape lamp for scenic spots?,"The purpose of the tile eave decoration landscape lamp is to be used exclusively in the eaves tiles of scenic spots, allowing for position adjustment of the light to reduce dead angles and providing a long service life.","A landscape lamp is decorated to eaves tile for scenic spotThe utility model relates to a tile eave lamps and lanterns technical field specifically indicates a tile eave decoration landscape lamp for scenic spot. The solar energy lamp comprises a lamp box, wherein a plurality of fixed plates are arranged in the lamp box, a motor is arranged in each fixed plate, an output shaft of the motor is connected with a rotating shaft, a rotating shaft sleeve is provided with a rotating rod, a movable block is sleeved on the rotating rod, a movable rod is sleeved on the movable block, a fixed sleeve is sleeved on the movable rod, a lamp body is arranged in the fixed sleeve, a shear type support frame is arranged below the lamp box, a connector is arranged below the shear type support frame, the lamp box is connected with a waterproof layer through a hydraulic rod, a first fixed column is inserted in the waterproof layer, a first fixed plug-in unit is sleeved on the first fixed column, the first fixed column is connected with a first inclined plate, a second inclined plate is arranged above the first inclined plate, an arc-shaped plate is arranged above the first inclined plate, and solar panels are arranged in the second inclined plate and the first inclined plate, the utility model discloses a can be exclusively used in the eaves tile of scenic spot and vwatch, can adjust the position of light, reduce and shine the dead angle, long service life&#39;s an eaves tile for scenic spot decorates landscape lamp.",A landscape lamp is decorated to eaves tile for scenic spot,20211126,['Qiao Wenling'],Sustainability & Technological Innovation Questions
22,How does the solar energy lamp function?,"The solar energy lamp functions by utilizing solar panels installed in the first and second inclined plates to harness solar energy, which powers the lamp body positioned within the fixed sleeve.","A landscape lamp is decorated to eaves tile for scenic spotThe utility model relates to a tile eave lamps and lanterns technical field specifically indicates a tile eave decoration landscape lamp for scenic spot. The solar energy lamp comprises a lamp box, wherein a plurality of fixed plates are arranged in the lamp box, a motor is arranged in each fixed plate, an output shaft of the motor is connected with a rotating shaft, a rotating shaft sleeve is provided with a rotating rod, a movable block is sleeved on the rotating rod, a movable rod is sleeved on the movable block, a fixed sleeve is sleeved on the movable rod, a lamp body is arranged in the fixed sleeve, a shear type support frame is arranged below the lamp box, a connector is arranged below the shear type support frame, the lamp box is connected with a waterproof layer through a hydraulic rod, a first fixed column is inserted in the waterproof layer, a first fixed plug-in unit is sleeved on the first fixed column, the first fixed column is connected with a first inclined plate, a second inclined plate is arranged above the first inclined plate, an arc-shaped plate is arranged above the first inclined plate, and solar panels are arranged in the second inclined plate and the first inclined plate, the utility model discloses a can be exclusively used in the eaves tile of scenic spot and vwatch, can adjust the position of light, reduce and shine the dead angle, long service life&#39;s an eaves tile for scenic spot decorates landscape lamp.",A landscape lamp is decorated to eaves tile for scenic spot,20211126,['Qiao Wenling'],Sustainability & Technological Innovation Questions
23,What components are involved in adjusting the position of the light?,"The components involved in adjusting the light position include the motor connected to a rotating shaft, the rotating rod with a movable block, the movable rod, and the fixed sleeve that houses the lamp body, all of which work together to allow positional adjustments.","A landscape lamp is decorated to eaves tile for scenic spotThe utility model relates to a tile eave lamps and lanterns technical field specifically indicates a tile eave decoration landscape lamp for scenic spot. The solar energy lamp comprises a lamp box, wherein a plurality of fixed plates are arranged in the lamp box, a motor is arranged in each fixed plate, an output shaft of the motor is connected with a rotating shaft, a rotating shaft sleeve is provided with a rotating rod, a movable block is sleeved on the rotating rod, a movable rod is sleeved on the movable block, a fixed sleeve is sleeved on the movable rod, a lamp body is arranged in the fixed sleeve, a shear type support frame is arranged below the lamp box, a connector is arranged below the shear type support frame, the lamp box is connected with a waterproof layer through a hydraulic rod, a first fixed column is inserted in the waterproof layer, a first fixed plug-in unit is sleeved on the first fixed column, the first fixed column is connected with a first inclined plate, a second inclined plate is arranged above the first inclined plate, an arc-shaped plate is arranged above the first inclined plate, and solar panels are arranged in the second inclined plate and the first inclined plate, the utility model discloses a can be exclusively used in the eaves tile of scenic spot and vwatch, can adjust the position of light, reduce and shine the dead angle, long service life&#39;s an eaves tile for scenic spot decorates landscape lamp.",A landscape lamp is decorated to eaves tile for scenic spot,20211126,['Qiao Wenling'],Government & Corporate Initiatives
